"Region, development group, country or area",Notes,Location code,Type of data,Year,Numero de Migrantes,Género
   Kyrgyzstan,0,417,B R,2015H,2.8,Hombres
   Tajikistan,0,762,B R,2015H,2.8,Hombres
   Turkmenistan,0,795,B R,2015H,3.3,Hombres
   Uzbekistan,0,860,B R,2015H,3.5,Hombres
  Eastern Asia,0,906,0,2015H,0.4,Hombres
   China*,0,156,C,2015H,0.1,Hombres
"   China, Hong Kong SAR*",0,344,B R,2015H,33.6,Hombres
"   China, Macao SAR*",0,446,B,2015H,60.4,Hombres
"   China, Taiwan Province of China*",0,158,0,2015H,0.0,Hombres
   Dem. People's Republic of Korea,0,408,I,2015H,0.2,Hombres
   Japan,0,392,C,2015H,1.7,Hombres
   Mongolia,0,496,C R,2015H,0.9,Hombres
   Republic of Korea,0,410,C R,2015H,3.0,Hombres
  South-Eastern Asia,0,920,0,2015H,1.7,Hombres
   Brunei Darussalam,0,96,B,2015H,27.0,Hombres
   Cambodia,0,116,B R,2015H,0.5,Hombres
   Indonesia,0,360,B R,2015H,0.2,Hombres
   Lao People's Democratic Republic,0,418,C R,2015H,0.9,Hombres
   Malaysia*,0,458,C R,2015H,12.8,Hombres
   Myanmar,0,104,C,2015H,0.2,Hombres
   Philippines,0,608,C R,2015H,0.2,Hombres
   Singapore,0,702,B,2015H,37.5,Hombres
   Thailand,0,764,B R,2015H,5.2,Hombres
   Timor-Leste,0,626,B R,2015H,0.9,Hombres
   Viet Nam,0,704,C R,2015H,0.1,Hombres
  Southern Asia,0,5501,0,2015H,0.7,Hombres
   Afghanistan,0,4,B R,2015H,1.0,Hombres
   Bangladesh,0,50,B R,2015H,0.9,Hombres
   Bhutan,0,64,B,2015H,11.3,Hombres
   India,0,356,B R,2015H,0.4,Hombres
   Iran (Islamic Republic of),0,364,C R,2015H,3.7,Hombres
   Maldives,0,462,C,2015H,20.8,Hombres
   Nepal,0,524,B R,2015H,1.3,Hombres
   Pakistan,0,586,B R,2015H,1.8,Hombres
   Sri Lanka,0,144,B R,2015H,0.2,Hombres
  Western Asia,0,922,0,2015H,19.2,Hombres
   Armenia,0,51,B R,2015H,5.6,Hombres
   Azerbaijan*,0,31,B R,2015H,2.6,Hombres
   Bahrain,0,48,C R,2015H,62.5,Hombres
   Cyprus*,0,196,B,2015H,13.3,Hombres
   Georgia*,0,268,B R,2015H,1.7,Hombres
   Iraq,0,368,C R,2015H,1.2,Hombres
   Israel,0,376,B R,2015H,23.1,Hombres
   Jordan,0,400,C R,2015H,34.0,Hombres
   Kuwait,0,414,C R,2015H,84.3,Hombres
   Lebanon,0,422,B R,2015H,28.0,Hombres
   Oman,0,512,C R,2015H,55.8,Hombres
   Qatar,0,634,C,2015H,72.6,Hombres
   Saudi Arabia,0,682,C R,2015H,41.4,Hombres
   State of Palestine*,5.0,275,B,2015H,5.4,Hombres
   Syrian Arab Republic,0,760,C R,2015H,4.7,Hombres
   Turkey,0,792,B R,2015H,6.2,Hombres
   United Arab Emirates,0,784,C R,2015H,90.3,Hombres
   Yemen,0,887,C R,2015H,1.5,Hombres
 EUROPE,0,908,0,2015H,10.0,Hombres
  Eastern Europe,0,923,0,2015H,6.8,Hombres
   Belarus,0,112,B,2015H,11.3,Hombres
   Bulgaria,0,100,B,2015H,1.7,Hombres
   Czechia,0,203,C,2015H,4.6,Hombres
   Hungary,0,348,B,2015H,5.1,Hombres
   Poland,0,616,B,2015H,1.4,Hombres
   Republic of Moldova*,0,498,B,2015H,2.2,Hombres
   Romania,0,642,B,2015H,1.5,Hombres
   Russian Federation,0,643,B,2015H,8.5,Hombres
   Slovakia,0,703,B,2015H,3.4,Hombres
   Ukraine*,0,804,B,2015H,10.2,Hombres
  Northern Europe,0,924,0,2015H,12.5,Hombres
   Channel Islands*,6.0,830,B,2015H,48.1,Hombres
   Denmark*,7.0,208,B,2015H,10.3,Hombres
   Estonia,0,233,B,2015H,13.0,Hombres
   Faroe Islands*,8.0,234,B,2015H,0.0,Hombres
   Finland*,0,246,B,2015H,5.9,Hombres
   Iceland,0,352,B,2015H,11.5,Hombres
   Ireland,0,372,B,2015H,16.3,Hombres
   Isle of Man*,9.0,833,B,2015H,0.0,Hombres
   Latvia,0,428,B,2015H,11.4,Hombres
   Lithuania,0,440,B,2015H,4.3,Hombres
   Norway*,0,578,B,2015H,14.9,Hombres
   Sweden,0,752,B,2015H,16.1,Hombres
   United Kingdom*,10.0,826,B,2015H,12.4,Hombres
  Southern Europe,0,925,0,2015H,9.9,Hombres
   Albania,0,8,B,2015H,1.8,Hombres
   Andorra,0,20,C,2015H,0.0,Hombres
   Bosnia and Herzegovina,0,70,I R,2015H,1.1,Hombres
   Croatia,0,191,B,2015H,12.8,Hombres
   Gibraltar*,11.0,292,B,2015H,0.0,Hombres
   Greece,0,300,B,2015H,10.9,Hombres
   Holy See*,0,336,I,2015H,0.0,Hombres
   Italy,0,380,B,2015H,9.0,Hombres
   Malta,0,470,B,2015H,13.1,Hombres
   Montenegro,0,499,B,2015H,9.1,Hombres
   North Macedonia,0,807,B,2015H,5.2,Hombres
   Portugal,0,620,B,2015H,8.1,Hombres
   San Marino,0,674,C,2015H,0.0,Hombres
   Serbia*,0,688,B,2015H,8.2,Hombres
   Slovenia,0,705,B,2015H,13.1,Hombres
   Spain*,0,724,B,2015H,12.6,Hombres
  Western Europe,0,926,0,2015H,13.4,Hombres
   Austria,0,40,B,2015H,16.8,Hombres
   Belgium,0,56,B,2015H,15.7,Hombres
   France*,12.0,250,B,2015H,12.2,Hombres
   Germany,0,276,B,2015H,12.5,Hombres
   Liechtenstein,0,438,B,2015H,0.0,Hombres
   Luxembourg,0,442,B,2015H,44.3,Hombres
   Monaco,0,492,B,2015H,0.0,Hombres
   Netherlands*,13.0,528,B,2015H,11.3,Hombres
   Switzerland,0,756,B,2015H,26.9,Hombres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2015H,1.5,Hombres
  Caribbean,0,915,0,2015H,3.8,Hombres
   Anguilla*,14.0,660,B R,2015H,0.0,Hombres
   Antigua and Barbuda,0,28,B R,2015H,27.8,Hombres
   Aruba*,15.0,533,B R,2015H,32.5,Hombres
   Bahamas,0,44,B R,2015H,16.5,Hombres
   Barbados,0,52,B R,2015H,11.3,Hombres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2015H,0.0,Hombres
   British Virgin Islands*,18.0,92,B R,2015H,0.0,Hombres
   Cayman Islands*,19.0,136,C R,2015H,0.0,Hombres
   Cuba,0,192,B,2015H,0.0,Hombres
   Curaçao*,20.0,531,B R,2015H,21.1,Hombres
   Dominica,0,212,B,2015H,0.0,Hombres
   Dominican Republic,0,214,B R,2015H,6.9,Hombres
   Grenada,0,308,B,2015H,6.3,Hombres
   Guadeloupe*,21.0,312,B,2015H,20.9,Hombres
   Haiti,0,332,B R,2015H,0.2,Hombres
   Jamaica,0,388,B R,2015H,0.8,Hombres
   Martinique*,22.0,474,B R,2015H,16.8,Hombres
   Montserrat*,23.0,500,B,2015H,0.0,Hombres
   Puerto Rico*,24.0,630,B,2015H,8.1,Hombres
   Saint Barthélemy*,0,652,0,2015H,0.0,Hombres
   Saint Kitts and Nevis,0,659,B R,2015H,0.0,Hombres
   Saint Lucia,0,662,B R,2015H,4.7,Hombres
   Saint Martin (French part)*,0,663,0,2015H,0.0,Hombres
   Saint Vincent and the Grenadines,0,670,B R,2015H,4.2,Hombres
   Sint Maarten (Dutch part)*,25.0,534,B R,2015H,0.0,Hombres
   Trinidad and Tobago,0,780,B R,2015H,3.6,Hombres
   Turks and Caicos Islands*,26.0,796,B R,2015H,0.0,Hombres
   United States Virgin Islands*,27.0,850,B,2015H,53.4,Hombres
  Central America,0,916,0,2015H,1.1,Hombres
   Belize,0,84,B R ,2015H,15.3,Hombres
   Costa Rica,0,188,B R,2015H,8.1,Hombres
   El Salvador,0,222,B R,2015H,0.7,Hombres
   Guatemala,0,320,B R,2015H,0.4,Hombres
   Honduras,0,340,B R,2015H,0.4,Hombres
   Mexico,0,484,B R,2015H,0.9,Hombres
   Nicaragua,0,558,B R,2015H,0.7,Hombres
   Panama,0,591,B R,2015H,4.8,Hombres
  South America,0,931,0,2015H,1.5,Hombres
   Argentina,0,32,B R,2015H,4.6,Hombres
   Bolivia (Plurinational State of),0,68,B R,2015H,1.4,Hombres
   Brazil,0,76,B R,2015H,0.4,Hombres
   Chile,0,152,B,2015H,3.6,Hombres
   Colombia,0,170,B,2015H,0.4,Hombres
   Ecuador,0,218,B R,2015H,2.5,Hombres
   Falkland Islands (Malvinas)*,28.0,238,B,2015H,0.0,Hombres
   French Guiana*,29.0,254,B R,2015H,39.1,Hombres
   Guyana,0,328,B R,2015H,1.2,Hombres
   Paraguay,0,600,B R,2015H,2.4,Hombres
   Peru,0,604,B R,2015H,0.6,Hombres
   Suriname,0,740,C R,2015H,8.4,Hombres
   Uruguay,0,858,B R,2015H,2.2,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2015H,4.7,Hombres
 NORTHERN AMERICA,0,905,0,2015H,15.3,Hombres
   Bermuda*,30.0,60,B,2015H,0.0,Hombres
   Canada,0,124,B,2015H,19.8,Hombres
   Greenland*,31.0,304,B,2015H,0.0,Hombres
   Saint Pierre and Miquelon*,32.0,666,B,2015H,0.0,Hombres
   United States of America*,33.0,840,B,2015H,14.8,Hombres
 OCEANIA ,0,909,0,2015H,20.1,Hombres
   Australia*,0,36,B,2015H,28.0,Hombres
   New Zealand*,34.0,554,B,2015H,22.2,Hombres
  Melanesia,0,928,0,2015H,1.3,Hombres
   Fiji,0,242,B R,2015H,1.7,Hombres
   New Caledonia*,0,540,B,2015H,26.5,Hombres
   Papua New Guinea,0,598,C R,2015H,0.5,Hombres
   Solomon Islands,0,90,B R,2015H,0.5,Hombres
   Vanuatu,0,548,B R,2015H,1.2,Hombres
  Micronesia,0,954,0,2015H,21.7,Hombres
   Guam*,35.0,316,B,2015H,47.9,Hombres
   Kiribati,0,296,B,2015H,2.8,Hombres
   Marshall Islands,0,584,B,2015H,0.0,Hombres
   Micronesia (Fed. States of),0,583,B,2015H,2.7,Hombres
   Nauru,0,520,C R,2015H,0.0,Hombres
   Northern Mariana Islands*,36.0,580,B,2015H,0.0,Hombres
   Palau,0,585,B,2015H,0.0,Hombres
  Polynesia*,0,957,0,2015H,11.1,Hombres
   American Samoa*,0,16,B,2015H,0.0,Hombres
   Cook Islands*,37.0,184,B R,2015H,0.0,Hombres
   French Polynesia*,38.0,258,B R,2015H,12.4,Hombres
   Niue*,39.0,570,B,2015H,0.0,Hombres
   Samoa,0,882,B R,2015H,2.2,Hombres
   Tokelau*,40.0,772,B R,2015H,0.0,Hombres
   Tonga,0,776,B R,2015H,4.3,Hombres
   Tuvalu,0,798,C,2015H,0.0,Hombres
   Wallis and Futuna Islands*,41.0,876,B R,2015H,0.0,Hombres
   Burundi,0,108,B R,2020H,2.9,Hombres
   Comoros,0,174,B,2020H,1.4,Hombres
   Djibouti,0,262,B R,2020H,12.1,Hombres
   Eritrea,0,232,I R,2020H,0.4,Hombres
   Ethiopia,0,231,B R,2020H,0.9,Hombres
   Kenya,0,404,B R,2020H,2.0,Hombres
   Madagascar,0,450,C R,2020H,0.1,Hombres
   Malawi,0,454,B R,2020H,1.0,Hombres
   Mauritius*,0,480,C,2020H,2.6,Hombres
   Mayotte*,1.0,175,B R,2020H,38.5,Hombres
   Mozambique,0,508,B R,2020H,1.1,Hombres
   Réunion*,2.0,638,B,2020H,15.4,Hombres
   Rwanda,0,646,B R,2020H,4.1,Hombres
   Seychelles,0,690,B,2020H,18.1,Hombres
   Somalia,0,706,I R,2020H,0.4,Hombres
   South Sudan,0,728,B R,2020H,7.9,Hombres
   Uganda,0,800,B R,2020H,3.7,Hombres
   United Republic of Tanzania*,0,834,B R,2020H,0.7,Hombres
   Zambia,0,894,B R,2020H,1.1,Hombres
   Zimbabwe,0,716,B R,2020H,3.3,Hombres
  Middle Africa,0,911,0,2020H,2.3,Hombres
   Angola,0,24,B R,2020H,2.0,Hombres
   Cameroon,0,120,B R,2020H,2.2,Hombres
   Central African Republic,0,140,C R,2020H,1.9,Hombres
   Chad,0,148,B R,2020H,3.0,Hombres
   Congo,0,178,B R,2020H,7.7,Hombres
   Democratic Republic of the Congo,0,180,B R,2020H,1.0,Hombres
   Equatorial Guinea,0,226,C,2020H,22.8,Hombres
   Gabon,0,266,C R,2020H,23.7,Hombres
   Sao Tome and Principe,0,678,C,2020H,1.0,Hombres
  Northern Africa,0,912,0,2020H,1.4,Hombres
   Algeria,0,12,B R,2020H,0.6,Hombres
   Egypt,0,818,B R,2020H,0.6,Hombres
   Libya,0,434,C R,2020H,17.1,Hombres
   Morocco,0,504,C R,2020H,0.3,Hombres
   Sudan,3.0,729,B R,2020H,3.1,Hombres
   Tunisia,0,788,C R,2020H,0.5,Hombres
   Western Sahara,0,732,I,2020H,1.0,Hombres
  Southern Africa,0,913,0,2020H,5.3,Hombres
   Botswana,0,72,B R,2020H,5.5,Hombres
   Eswatini,0,748,B R,2020H,3.0,Hombres
   Lesotho,0,426,C R,2020H,0.6,Hombres
   Namibia,0,516,B R,2020H,4.8,Hombres
   South Africa,0,710,B R,2020H,5.6,Hombres
  Western Africa,0,914,0,2020H,2.0,Hombres
   Benin,0,204,C B R,2020H,3.1,Hombres
   Burkina Faso,0,854,B R,2020H,3.3,Hombres
   Cabo Verde,0,132,B R,2020H,2.9,Hombres
   Côte d'Ivoire,0,384,C B R,2020H,10.7,Hombres
   Gambia,0,270,B R,2020H,9.5,Hombres
   Ghana,0,288,B R,2020H,1.6,Hombres
   Guinea,0,324,C B R,2020H,1.1,Hombres
   Guinea-Bissau,0,624,B R,2020H,0.9,Hombres
   Liberia,0,430,B R,2020H,2.0,Hombres
   Mali,0,466,B R,2020H,2.4,Hombres
   Mauritania,0,478,C R,2020H,4.4,Hombres
   Niger,0,562,B R,2020H,1.3,Hombres
   Nigeria,0,566,C R,2020H,0.7,Hombres
   Saint Helena*,4.0,654,C,2020H,0.0,Hombres
   Senegal,0,686,B R,2020H,1.8,Hombres
   Sierra Leone,0,694,B R,2020H,0.8,Hombres
   Togo,0,768,C R,2020H,3.4,Hombres
 ASIA,0,935,0,2020H,2.1,Hombres
  Central Asia,0,5500,0,2020H,7.3,Hombres
   Kazakhstan,0,398,B R,2020H,20.3,Hombres
   Kyrgyzstan,0,417,B R,2020H,2.5,Hombres
   Tajikistan,0,762,B R,2020H,2.5,Hombres
   Turkmenistan,0,795,B R,2020H,3.1,Hombres
   Uzbekistan,0,860,B R,2020H,3.3,Hombres
  Eastern Asia,0,906,0,2020H,0.5,Hombres
   China*,0,156,C,2020H,0.1,Hombres
"   China, Hong Kong SAR*",0,344,B R,2020H,32.2,Hombres
"   China, Macao SAR*",0,446,B,2020H,60.0,Hombres
"   China, Taiwan Province of China*",0,158,0,2020H,0.0,Hombres
   Dem. People's Republic of Korea,0,408,I,2020H,0.2,Hombres
   Japan,0,392,C,2020H,2.2,Hombres
   Mongolia,0,496,C R,2020H,0.9,Hombres
   Republic of Korea,0,410,C R,2020H,3.7,Hombres
  South-Eastern Asia,0,920,0,2020H,1.7,Hombres
   Brunei Darussalam,0,96,B,2020H,27.9,Hombres
   Cambodia,0,116,B R,2020H,0.5,Hombres
   Indonesia,0,360,B R,2020H,0.1,Hombres
   Lao People's Democratic Republic,0,418,C R,2020H,0.9,Hombres
   Malaysia*,0,458,C R,2020H,13.0,Hombres
   Myanmar,0,104,C,2020H,0.2,Hombres
   Philippines,0,608,C R,2020H,0.2,Hombres
   Singapore,0,702,B,2020H,36.3,Hombres
   Thailand,0,764,B R,2020H,5.4,Hombres
   Timor-Leste,0,626,B R,2020H,0.8,Hombres
   Viet Nam,0,704,C R,2020H,0.1,Hombres
  Southern Asia,0,5501,0,2020H,0.7,Hombres
   Afghanistan,0,4,B R,2020H,0.3,Hombres
   Bangladesh,0,50,B R,2020H,1.3,Hombres
   Bhutan,0,64,B,2020H,11.1,Hombres
   India,0,356,B R,2020H,0.3,Hombres
   Iran (Islamic Republic of),0,364,C R,2020H,3.6,Hombres
   Maldives,0,462,C,2020H,17.9,Hombres
   Nepal,0,524,B R,2020H,1.1,Hombres
   Pakistan,0,586,B R,2020H,1.6,Hombres
   Sri Lanka,0,144,B R,2020H,0.2,Hombres
  Western Asia,0,922,0,2020H,20.6,Hombres
   Armenia,0,51,B R,2020H,5.6,Hombres
   Azerbaijan*,0,31,B R,2020H,2.4,Hombres
   Bahrain,0,48,C R,2020H,63.1,Hombres
   Cyprus*,0,196,B,2020H,14.2,Hombres
   Georgia*,0,268,B R,2020H,1.8,Hombres
   Iraq,0,368,C R,2020H,1.0,Hombres
   Israel,0,376,B R,2020H,20.6,Hombres
   Jordan,0,400,C R,2020H,34.0,Hombres
   Kuwait,0,414,C R,2020H,78.9,Hombres
   Lebanon,0,422,B R,2020H,24.4,Hombres
   Oman,0,512,C R,2020H,58.9,Hombres
   Qatar,0,634,C,2020H,85.1,Hombres
   Saudi Arabia,0,682,C R,2020H,45.9,Hombres
   State of Palestine*,5.0,275,B,2020H,4.8,Hombres
   Syrian Arab Republic,0,760,C R,2020H,4.9,Hombres
   Turkey,0,792,B R,2020H,7.5,Hombres
   United Arab Emirates,0,784,C R,2020H,93.9,Hombres
   Yemen,0,887,C R,2020H,1.5,Hombres
 EUROPE,0,908,0,2020H,11.6,Hombres
  Eastern Europe,0,923,0,2020H,7.2,Hombres
   Belarus,0,112,B,2020H,11.1,Hombres
   Bulgaria,0,100,B,2020H,2.7,Hombres
   Czechia,0,203,C,2020H,5.9,Hombres
   Hungary,0,348,B,2020H,6.6,Hombres
   Poland,0,616,B,2020H,2.1,Hombres
   Republic of Moldova*,0,498,B,2020H,2.2,Hombres
   Romania,0,642,B,2020H,4.1,Hombres
   Russian Federation,0,643,B,2020H,8.4,Hombres
   Slovakia,0,703,B,2020H,3.8,Hombres
   Ukraine*,0,804,B,2020H,10.6,Hombres
  Northern Europe,0,924,0,2020H,13.8,Hombres
   Channel Islands*,6.0,830,B,2020H,46.7,Hombres
   Denmark*,7.0,208,B,2020H,12.3,Hombres
   Estonia,0,233,B,2020H,13.8,Hombres
   Faroe Islands*,8.0,234,B,2020H,0.0,Hombres
   Finland*,0,246,B,2020H,7.3,Hombres
   Iceland,0,352,B,2020H,20.8,Hombres
   Ireland,0,372,B,2020H,17.7,Hombres
   Isle of Man*,9.0,833,B,2020H,0.0,Hombres
   Latvia,0,428,B,2020H,11.2,Hombres
   Lithuania,0,440,B,2020H,5.8,Hombres
   Norway*,0,578,B,2020H,16.0,Hombres
   Sweden,0,752,B,2020H,19.9,Hombres
   United Kingdom*,10.0,826,B,2020H,13.3,Hombres
  Southern Europe,0,925,0,2020H,11.2,Hombres
   Albania,0,8,B,2020H,1.7,Hombres
   Andorra,0,20,C,2020H,0.0,Hombres
   Bosnia and Herzegovina,0,70,I R,2020H,1.1,Hombres
   Croatia,0,191,B,2020H,12.4,Hombres
   Gibraltar*,11.0,292,B,2020H,0.0,Hombres
   Greece,0,300,B,2020H,12.6,Hombres
   Holy See*,0,336,I,2020H,0.0,Hombres
   Italy,0,380,B,2020H,10.1,Hombres
   Malta,0,470,B,2020H,29.8,Hombres
   Montenegro,0,499,B,2020H,9.0,Hombres
   North Macedonia,0,807,B,2020H,5.3,Hombres
   Portugal,0,620,B,2020H,9.9,Hombres
   San Marino,0,674,C,2020H,0.0,Hombres
   Serbia*,0,688,B,2020H,8.5,Hombres
   Slovenia,0,705,B,2020H,15.7,Hombres
   Spain*,0,724,B,2020H,14.2,Hombres
  Western Europe,0,926,0,2020H,17.0,Hombres
   Austria,0,40,B,2020H,19.1,Hombres
   Belgium,0,56,B,2020H,17.1,Hombres
   France*,12.0,250,B,2020H,13.1,Hombres
   Germany,0,276,B,2020H,19.1,Hombres
   Liechtenstein,0,438,B,2020H,0.0,Hombres
   Luxembourg,0,442,B,2020H,47.9,Hombres
   Monaco,0,492,B,2020H,0.0,Hombres
   Netherlands*,13.0,528,B,2020H,13.3,Hombres
   Switzerland,0,756,B,2020H,28.5,Hombres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2020H,2.3,Hombres
  Caribbean,0,915,0,2020H,4.0,Hombres
   Anguilla*,14.0,660,B R,2020H,0.0,Hombres
   Antigua and Barbuda,0,28,B R,2020H,27.8,Hombres
   Aruba*,15.0,533,B R,2020H,48.0,Hombres
   Bahamas,0,44,B R,2020H,16.8,Hombres
   Barbados,0,52,B R,2020H,11.3,Hombres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2020H,0.0,Hombres
   British Virgin Islands*,18.0,92,B R,2020H,0.0,Hombres
   Cayman Islands*,19.0,136,C R,2020H,0.0,Hombres
   Cuba,0,192,B,2020H,0.0,Hombres
   Curaçao*,20.0,531,B R,2020H,33.1,Hombres
   Dominica,0,212,B,2020H,0.0,Hombres
   Dominican Republic,0,214,B R,2020H,7.1,Hombres
   Grenada,0,308,B,2020H,5.8,Hombres
   Guadeloupe*,21.0,312,B,2020H,20.5,Hombres
   Haiti,0,332,B R,2020H,0.2,Hombres
   Jamaica,0,388,B R,2020H,0.8,Hombres
   Martinique*,22.0,474,B R,2020H,16.9,Hombres
   Montserrat*,23.0,500,B,2020H,0.0,Hombres
   Puerto Rico*,24.0,630,B,2020H,8.5,Hombres
   Saint Barthélemy*,0,652,0,2020H,0.0,Hombres
   Saint Kitts and Nevis,0,659,B R,2020H,0.0,Hombres
   Saint Lucia,0,662,B R,2020H,4.4,Hombres
   Saint Martin (French part)*,0,663,0,2020H,0.0,Hombres
   Saint Vincent and the Grenadines,0,670,B R,2020H,4.3,Hombres
   Sint Maarten (Dutch part)*,25.0,534,B R,2020H,0.0,Hombres
   Trinidad and Tobago,0,780,B R,2020H,5.7,Hombres
   Turks and Caicos Islands*,26.0,796,B R,2020H,0.0,Hombres
   United States Virgin Islands*,27.0,850,B,2020H,53.9,Hombres
  Central America,0,916,0,2020H,1.3,Hombres
   Belize,0,84,B R ,2020H,15.8,Hombres
   Costa Rica,0,188,B R,2020H,10.4,Hombres
   El Salvador,0,222,B R,2020H,0.7,Hombres
   Guatemala,0,320,B R,2020H,0.5,Hombres
   Honduras,0,340,B R,2020H,0.4,Hombres
   Mexico,0,484,B R,2020H,1.0,Hombres
   Nicaragua,0,558,B R,2020H,0.7,Hombres
   Panama,0,591,B R,2020H,7.7,Hombres
  South America,0,931,0,2020H,2.6,Hombres
   Argentina,0,32,B R,2020H,4.8,Hombres
   Bolivia (Plurinational State of),0,68,B R,2020H,1.5,Hombres
   Brazil,0,76,B R,2020H,0.6,Hombres
   Chile,0,152,B,2020H,8.8,Hombres
   Colombia,0,170,B,2020H,3.8,Hombres
   Ecuador,0,218,B R,2020H,4.6,Hombres
   Falkland Islands (Malvinas)*,28.0,238,B,2020H,0.0,Hombres
   French Guiana*,29.0,254,B R,2020H,38.3,Hombres
   Guyana,0,328,B R,2020H,3.7,Hombres
   Paraguay,0,600,B R,2020H,2.4,Hombres
   Peru,0,604,B R,2020H,3.9,Hombres
   Suriname,0,740,C R,2020H,8.9,Hombres
   Uruguay,0,858,B R,2020H,3.0,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2020H,4.7,Hombres
 NORTHERN AMERICA,0,905,0,2020H,15.5,Hombres
   Bermuda*,30.0,60,B,2020H,0.0,Hombres
   Canada,0,124,B,2020H,20.4,Hombres
   Greenland*,31.0,304,B,2020H,0.0,Hombres
   Saint Pierre and Miquelon*,32.0,666,B,2020H,0.0,Hombres
   United States of America*,33.0,840,B,2020H,14.9,Hombres
 OCEANIA ,0,909,0,2020H,21.7,Hombres
   Australia*,0,36,B,2020H,30.0,Hombres
   New Zealand*,34.0,554,B,2020H,28.2,Hombres
  Melanesia,0,928,0,2020H,1.2,Hombres
   Fiji,0,242,B R,2020H,1.7,Hombres
   New Caledonia*,0,540,B,2020H,26.7,Hombres
   Papua New Guinea,0,598,C R,2020H,0.4,Hombres
   Solomon Islands,0,90,B R,2020H,0.4,Hombres
   Vanuatu,0,548,B R,2020H,1.0,Hombres
  Micronesia,0,954,0,2020H,21.7,Hombres
   Guam*,35.0,316,B,2020H,48.8,Hombres
   Kiribati,0,296,B,2020H,2.8,Hombres
   Marshall Islands,0,584,B,2020H,0.0,Hombres
   Micronesia (Fed. States of),0,583,B,2020H,2.6,Hombres
   Nauru,0,520,C R,2020H,0.0,Hombres
   Northern Mariana Islands*,36.0,580,B,2020H,0.0,Hombres
   Palau,0,585,B,2020H,0.0,Hombres
  Polynesia*,0,957,0,2020H,10.9,Hombres
   American Samoa*,0,16,B,2020H,0.0,Hombres
   Cook Islands*,37.0,184,B R,2020H,0.0,Hombres
   French Polynesia*,38.0,258,B R,2020H,12.1,Hombres
   Niue*,39.0,570,B,2020H,0.0,Hombres
   Samoa,0,882,B R,2020H,2.0,Hombres
   Tokelau*,40.0,772,B R,2020H,0.0,Hombres
   Tonga,0,776,B R,2020H,3.9,Hombres
   Tuvalu,0,798,C,2020H,0.0,Hombres
   Wallis and Futuna Islands*,41.0,876,B R,2020H,0.0,Hombres
   Burundi,0,108,B R,1990M,6.1,Mujeres
   Comoros,0,174,B,1990M,3.6,Mujeres
   Djibouti,0,262,B R,1990M,19.8,Mujeres
   Eritrea,0,232,I R,1990M,0.5,Mujeres
   Ethiopia,0,231,B R,1990M,2.3,Mujeres
   Kenya,0,404,B R,1990M,1.1,Mujeres
   Madagascar,0,450,C R,1990M,0.2,Mujeres
   Malawi,0,454,B R,1990M,12.3,Mujeres
   Mauritius*,0,480,C,1990M,0.3,Mujeres
   Mayotte*,1.0,175,B R,1990M,13.9,Mujeres
   Mozambique,0,508,B R,1990M,0.8,Mujeres
   Réunion*,2.0,638,B,1990M,8.5,Mujeres
   Rwanda,0,646,B R,1990M,2.1,Mujeres
   Seychelles,0,690,B,1990M,4.3,Mujeres
   Somalia,0,706,I R,1990M,6.5,Mujeres
   South Sudan,0,728,B R,1990M,0.0,Mujeres
   Uganda,0,800,B R,1990M,3.0,Mujeres
   United Republic of Tanzania*,0,834,B R,1990M,2.3,Mujeres
   Zambia,0,894,B R,1990M,3.4,Mujeres
   Zimbabwe,0,716,B R,1990M,5.3,Mujeres
  Middle Africa,0,911,0,1990M,2.0,Mujeres
   Angola,0,24,B R,1990M,0.3,Mujeres
   Cameroon,0,120,B R,1990M,2.0,Mujeres
   Central African Republic,0,140,C R,1990M,2.2,Mujeres
   Chad,0,148,B R,1990M,1.1,Mujeres
   Congo,0,178,B R,1990M,5.4,Mujeres
   Democratic Republic of the Congo,0,180,B R,1990M,2.2,Mujeres
   Equatorial Guinea,0,226,C,1990M,0.6,Mujeres
   Gabon,0,266,C R,1990M,11.4,Mujeres
   Sao Tome and Principe,0,678,C,1990M,4.4,Mujeres
  Northern Africa,0,912,0,1990M,1.7,Mujeres
   Algeria,0,12,B R,1990M,1.0,Mujeres
   Egypt,0,818,B R,1990M,0.3,Mujeres
   Libya,0,434,C R,1990M,10.2,Mujeres
   Morocco,0,504,C R,1990M,0.2,Mujeres
   Sudan,3.0,729,B R,1990M,7.0,Mujeres
   Tunisia,0,788,C R,1990M,0.5,Mujeres
   Western Sahara,0,732,I,1990M,1.2,Mujeres
  Southern Africa,0,913,0,1990M,2.6,Mujeres
   Botswana,0,72,B R,1990M,1.6,Mujeres
   Eswatini,0,748,B R,1990M,8.1,Mujeres
   Lesotho,0,426,C R,1990M,0.4,Mujeres
   Namibia,0,516,B R,1990M,7.7,Mujeres
   South Africa,0,710,B R,1990M,2.4,Mujeres
  Western Africa,0,914,0,1990M,2.3,Mujeres
   Benin,0,204,C B R,1990M,1.4,Mujeres
   Burkina Faso,0,854,B R,1990M,4.0,Mujeres
